0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000021e-02,4.315823507193238839e+01,9.262723667911533152e-05
2.000000000000000042e-02,8.697326782196591921e+01,3.687646345399072127e-04
2.999999999999999889e-02,1.314380808690900153e+02,8.257990389446493709e-04
4.000000000000000083e-02,1.765456715396055358e+02,1.461116801599701915e-03
5.000000000000000278e-02,2.222890546596182446e+02,2.272098329667990128e-03
5.999999999999999778e-02,2.686612652707787561e+02,3.256113409044952573e-03
7.000000000000000666e-02,3.156553612671090150e+02,4.410517243551573957e-03
8.000000000000000167e-02,3.632644259510131519e+02,5.732647155057593938e-03
8.999999999999999667e-02,4.114815705068228908e+02,7.219819892617313981e-03
1.000000000000000056e-01,4.602999363904782513e+02,8.869329501597782855e-03
1.100000000000000006e-01,5.097126976341845648e+02,1.067844570652160333e-02
1.199999999999999956e-01,5.597130630651251977e+02,1.264441276394689777e-02
1.300000000000000044e-01,6.102942784375370593e+02,1.476444874417892107e-02
1.400000000000000133e-01,6.614496284776753328e+02,1.703574520295988992e-02
1.499999999999999944e-01,7.131724388414094165e+02,1.945546720652721259e-02
1.600000000000000033e-01,7.654560779843974387e+02,2.202075367557092267e-02
1.700000000000000122e-01,8.182939589449705409e+02,2.472871801566728714e-02
1.799999999999999933e-01,8.716795410400612809e+02,2.757644900372192842e-02
1.900000000000000022e-01,9.256063314746726292e+02,3.056101190182821878e-02
2.000000000000000111e-01,9.800678868655517135e+02,3.367944977173798621e-02
2.099999999999999922e-01,1.035057814679893681e+03,3.692935018892596483e-02
2.200000000000000011e-01,1.090569774590046791e+03,4.030720165795623894e-02
2.300000000000000100e-01,1.146597479745315695e+03,4.380994454847483843e-02
2.399999999999999911e-01,1.203134697962102564e+03,4.743449237316660350e-02
2.500000000000000000e-01,1.260175252833724244e+03,5.117773351329339693e-02
2.600000000000000089e-01,1.317713024761368843e+03,5.503653310382280311e-02
2.700000000000000178e-01,1.375741951907727525e+03,5.900773505444821543e-02
2.800000000000000266e-01,1.434256031074959083e+03,6.308816418447718566e-02
2.899999999999999800e-01,1.493249318508682109e+03,6.727462845116534418e-02
2.999999999999999889e-01,1.552715930629794912e+03,7.156392125259850023e-02
3.099999999999999978e-01,1.612650044695964880e+03,7.595426891457178475e-02
3.200000000000000067e-01,1.673045899394685875e+03,8.044103939353108856e-02
3.300000000000000155e-01,1.733897795369845653e+03,8.502088899973296587e-02
3.400000000000000244e-01,1.795200095683789868e+03,8.969045270002172499e-02
3.500000000000000333e-01,1.856947226216881290e+03,9.444634668538426370e-02
3.599999999999999867e-01,1.919133676006600126e+03,9.928517099870236284e-02
3.699999999999999956e-01,1.981753997528227274e+03,1.042035122053339563e-01
3.800000000000000044e-01,2.044802806919160503e+03,1.091979460905988936e-01
3.900000000000000133e-01,2.108274784148949493e+03,1.142650403696231776e-01
4.000000000000000222e-01,2.172164673137079262e+03,1.194013573962915131e-01
4.100000000000000311e-01,2.236467281820585413e+03,1.246055998767973683e-01
4.199999999999999845e-01,2.301177482173520275e+03,1.298721813214400722e-01
4.299999999999999933e-01,2.366290210180315626e+03,1.351975129409099252e-01
4.400000000000000022e-01,2.431800465765029458e+03,1.405779956664519881e-01
4.500000000000000111e-01,2.497703312678476323e+03,1.460100230943883470e-01
4.600000000000000200e-01,2.563993878345184385e+03,1.514899844108381910e-01
4.700000000000000289e-01,2.630667353672108220e+03,1.570142672857190169e-01
4.799999999999999822e-01,2.697718992820995481e+03,1.625792607262387390e-01
4.899999999999999911e-01,2.765144112946247333e+03,1.681813578811392484e-01
5.000000000000000000e-01,2.832938093900110289e+03,1.738169587879422884e-01
5.100000000000000089e-01,2.901096377906949328e+03,1.794847543416364932e-01
5.200000000000000178e-01,2.969614469208384889e+03,1.851788405036249585e-01
5.300000000000000266e-01,3.038487933680926744e+03,1.908954990650453543e-01
5.400000000000000355e-01,3.107712398427805965e+03,1.966310178021525579e-01
5.500000000000000444e-01,3.177283551346574768e+03,2.023816932843064964e-01
5.600000000000000533e-01,3.247197140674054026e+03,2.081438336077691686e-01
5.700000000000000622e-01,3.317448974510115022e+03,2.139137610503018261e-01
5.799999999999999600e-01,3.388034920321781556e+03,2.196878146422936995e-01
5.899999999999999689e-01,3.458950904429053480e+03,2.254623526508453546e-01
5.999999999999999778e-01,3.530192911473819549e+03,2.312337549738622822e-01
6.099999999999999867e-01,3.601756983873187437e+03,2.369997784127617080e-01
6.199999999999999956e-01,3.673639221258498310e+03,2.427554575424707151e-01
6.300000000000000044e-01,3.745835779901248316e+03,2.484971613847914707e-01
6.400000000000000133e-01,3.818342872127103419e+03,2.542212845918054853e-01
6.500000000000000222e-01,3.891156765719127179e+03,2.599242495930710328e-01
6.600000000000000311e-01,3.964273783311326497e+03,2.656025086462693863e-01
6.700000000000000400e-01,4.037690301773527153e+03,2.712525457908443460e-01
6.800000000000000488e-01,4.111402751588620049e+03,2.768708787045550679e-01
6.900000000000000577e-01,4.185407616223069454e+03,2.824540604632090890e-01
7.000000000000000666e-01,4.259701431491664152e+03,2.879986812041414601e-01
7.099999999999999645e-01,4.334280784917321398e+03,2.935005384479897894e-01
7.199999999999999734e-01,4.409142315086803137e+03,2.989571652236506227e-01
7.299999999999999822e-01,4.484282711003123040e+03,3.043653255412632208e-01
7.399999999999999911e-01,4.559698711435392397e+03,3.097218281960595898e-01
7.500000000000000000e-01,4.635387104266816095e+03,3.150235278487973911e-01
7.600000000000000089e-01,4.711344725841518994e+03,3.202673260198510286e-01
7.700000000000000178e-01,4.787568460310835690e+03,3.254501719991481634e-01
7.800000000000000266e-01,4.864055238979664864e+03,3.305690636742358302e-01
7.900000000000000355e-01,4.940802039653461179e+03,3.356210482788284932e-01
8.000000000000000444e-01,5.017805885986417707e+03,3.406032230642513925e-01
8.100000000000000533e-01,5.095063846831316368e+03,3.455088742678150138e-01
8.200000000000000622e-01,5.172573035591543885e+03,3.503392385008772814e-01
8.300000000000000711e-01,5.250330609575719791e+03,3.550918116288314663e-01
8.399999999999999689e-01,5.328333769355353979e+03,3.597641480668463121e-01
8.499999999999999778e-01,5.406579758125917579e+03,3.643538606424013282e-01
8.599999999999999867e-01,5.485065861071690051e+03,3.688586204060171903e-01
8.699999999999999956e-01,5.563789404734775417e+03,3.732761563930762638e-01
8.800000000000000044e-01,5.642747756388503149e+03,3.776042553395617118e-01
8.900000000000000133e-01,5.721938323415624836e+03,3.818407613544518853e-01
9.000000000000000222e-01,5.801358552691485784e+03,3.859835755514219313e-01
9.100000000000000311e-01,5.881005929972488047e+03,3.900238974439741990e-01
9.200000000000000400e-01,5.960877979290029543e+03,3.939668372615441339e-01
9.300000000000000488e-01,6.040972262350159326e+03,3.978108884460601624e-01
9.400000000000000577e-01,6.121286377939130034e+03,4.015546075230406742e-01
9.500000000000000666e-01,6.201817961335055770e+03,4.051966129027057550e-01
9.599999999999999645e-01,6.282564683725756367e+03,4.087355836734509751e-01
9.699999999999999734e-01,6.363524251633047243e+03,4.121702583898715355e-01
9.799999999999999822e-01,6.444694406343487572e+03,4.154994338574060642e-01
9.899999999999999911e-01,6.526072923345786876e+03,4.187219639155165263e-01
1.000000000000000000e+00,6.607657611774937322e+03,4.218367582212028677e-01
1.010000000000000009e+00,6.689446313863141768e+03,4.248343644270830555e-01
1.020000000000000018e+00,6.771436904397670332e+03,4.277226666478088912e-01
1.030000000000000027e+00,6.853627290185630955e+03,4.305012574632713362e-01
1.040000000000000036e+00,6.936015409525791256e+03,4.331697869130766154e-01
1.050000000000000044e+00,7.018599231687432621e+03,4.357279606283040452e-01
1.060000000000000053e+00,7.101376756396299243e+03,4.381755379943766959e-01
1.070000000000000062e+00,7.184346013327653964e+03,4.405123303459131945e-01
1.080000000000000071e+00,7.267505061606474555e+03,4.427381991943137862e-01
1.090000000000000080e+00,7.350851989314781349e+03,4.448530544887122073e-01
1.100000000000000089e+00,7.434384913006100760e+03,4.468568529108203347e-01
1.110000000000000098e+00,7.518101977227057432e+03,4.487413776010807376e-01
1.120000000000000107e+00,7.602001354046096822e+03,4.505153533724602366e-01
1.130000000000000115e+00,7.686081242589290014e+03,4.521793736902738337e-01
1.140000000000000124e+00,7.770339868583214411e+03,4.537340760579527399e-01
1.150000000000000133e+00,7.854775483904883004e+03,4.551801399486799515e-01
1.159999999999999920e+00,7.939386366138672201e+03,4.565182847919622144e-01
1.169999999999999929e+00,8.024170818140213669e+03,4.577492680147751680e-01
1.179999999999999938e+00,8.109127167607218325e+03,4.588738831368311955e-01
1.189999999999999947e+00,8.194253766657155211e+03,4.598929579194626638e-01
1.199999999999999956e+00,8.279548991411738825e+03,4.608073525675440152e-01
1.209999999999999964e+00,8.365011241588224948e+03,4.616116041162053318e-01
1.219999999999999973e+00,8.450638940097347586e+03,4.623133560131750253e-01
1.229999999999999982e+00,8.536430532647951622e+03,4.629139446443600869e-01
1.239999999999999991e+00,8.622384487358158367e+03,4.634147335505254262e-01
1.250000000000000000e+00,8.708499294373066732e+03,4.638171115476832362e-01
1.260000000000000009e+00,8.794773465488884540e+03,4.641224909095332252e-01
1.270000000000000018e+00,8.881205533783426290e+03,4.643323056108112912e-01
1.280000000000000027e+00,8.967794053252911908e+03,4.644480096303643668e-01
1.290000000000000036e+00,9.054537598454971885e+03,4.644710753127595515e-01
1.300000000000000044e+00,9.141434764157831523e+03,4.644029917872088964e-01
1.310000000000000053e+00,9.228484164995514220e+03,4.642416365431570324e-01
1.320000000000000062e+00,9.315684435129083795e+03,4.639923716803889819e-01
1.330000000000000071e+00,9.403034227913758514e+03,4.636569487506032039e-01
1.340000000000000080e+00,9.490532215571884080e+03,4.632371304123115707e-01
1.350000000000000089e+00,9.578177088871645537e+03,4.627346889630767901e-01
1.360000000000000098e+00,9.665967556811450777e+03,4.621514049282200443e-01
1.370000000000000107e+00,9.753902346309901986e+03,4.614890657045961908e-01
1.380000000000000115e+00,9.841980201901287728e+03,4.607494642580095556e-01
1.390000000000000124e+00,9.930199885436479235e+03,4.599343978728869242e-01
1.400000000000000133e+00,1.001856017578920546e+04,4.590456669528049094e-01
1.409999999999999920e+00,1.010705986856755044e+04,4.580841178456604434e-01
1.419999999999999929e+00,1.019569777583066934e+04,4.570525682901868114e-01
1.429999999999999938e+00,1.028447272581060497e+04,4.559528793557284798e-01
1.439999999999999947e+00,1.037338356263907008e+04,4.547869107941040490e-01
1.449999999999999956e+00,1.046242914607926286e+04,4.535565200414398146e-01
1.459999999999999964e+00,1.055160835126246639e+04,4.522635612643348124e-01
1.469999999999999973e+00,1.064092006842945193e+04,4.509098844490360136e-01
1.479999999999999982e+00,1.073036320267662086e+04,4.494973345323424185e-01
1.489999999999999991e+00,1.081993667370668845e+04,4.480277505729536314e-01
1.500000000000000000e+00,1.090963941558400984e+04,4.465029649620290142e-01
1.510000000000000009e+00,1.099947037649429330e+04,4.449258463996547674e-01
1.520000000000000018e+00,1.108942851850876104e+04,4.432971030416153480e-01
1.530000000000000027e+00,1.117951281735259181e+04,4.416184797838446641e-01
1.540000000000000036e+00,1.126972226217763273e+04,4.398917123240137506e-01
1.550000000000000044e+00,1.136005585533924022e+04,4.381185265785311755e-01
1.560000000000000053e+00,1.145051261217727551e+04,4.363006381303996539e-01
1.570000000000000062e+00,1.154109156080103821e+04,4.344397517068920855e-01
1.580000000000000071e+00,1.163179174187824356e+04,4.325375606860369371e-01
1.590000000000000080e+00,1.172261220842779767e+04,4.305957466309346948e-01
1.600000000000000089e+00,1.181355202561642363e+04,4.286159788509381618e-01
1.610000000000000098e+00,1.190461027055904378e+04,4.266020964629874679e-01
1.620000000000000107e+00,1.199578603212277085e+04,4.245534228660499121e-01
1.630000000000000115e+00,1.208707841073457712e+04,4.224714565801730992e-01
1.640000000000000124e+00,1.217848651819245970e+04,4.203576831248557744e-01
1.650000000000000133e+00,1.227000947748008548e+04,4.182135747474138854e-01
1.660000000000000142e+00,1.236164642258484491e+04,4.160405901705179765e-01
